FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,25,4656,Sign Painter,Hourly,3,1,$37.45,$233688.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,39,4636,Foreman of Painters,Hourly,2,1,$50.12,$208499.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,39,4634,Painter,Hourly,2,1,$47.33,$196893.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,39,4634,Painter,Hourly,28,1,$44.55,$2594592.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,53,4566,General Foreman of Construction Laborers,Hourly,1,1,$44.59,$92747.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,50,4303,Foreman of Carpenters,Hourly,1,1,$47.85,$99528.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,50,4301,Carpenter,Hourly,23,1,$45.35,$2169544.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$1005.00,$1005.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,$213209.00,$213209.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,953E,General Laborer - Aviation,Hourly,29120,0,$19.00,$553280.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,9535,General Laborer - Aviation,Hourly,5,1,$20.88,$217152.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,9535,General Laborer - Aviation,Hourly,1,1,$20.24,$42099.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,9535,General Laborer - Aviation,Hourly,4,1,$19.61,$163155.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,9535,General Laborer - Aviation,Hourly,7,1,$19.00,$276640.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,9535,General Laborer - Aviation,Hourly,1,1,$18.50,$38480.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,9533,Laborer,Hourly,55,1,$34.57,$3954808.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,53,8243,General Foreman of Laborers,Hourly,1,1,$44.59,$92747.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,54,7005,Airport Maintenance Foreman,Hourly,7,1,$35.57,$517899.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,35,4286,Foreman of Window Washers,Hourly,1,1,$24.49,$50939.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,35,4285,Window Washer,Hourly,7,1,$22.75,$331240.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4225,Foreman of Custodial Workers,Hourly,3,1,$24.41,$152318.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4225,Foreman of Custodial Workers,Hourly,4,1,$21.62,$179878.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4223,Custodial Worker,Hourly,37,1,$21.20,$1631552.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4223,Custodial Worker,Hourly,1,1,$20.73,$43118.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4223,Custodial Worker,Hourly,15,1,$17.15,$535080.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4223,Custodial Worker,Hourly,4,1,$15.25,$126880.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4223,Custodial Worker,Hourly,2,1,$14.75,$61360.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4223,Custodial Worker,Hourly,8,1,$14.25,$237120.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4223,Custodial Worker,Hourly,24,1,$13.75,$686400.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,2 0,45,4221,Custodial Worker - Part Time,Hourly,22880,0,$13.75,$314600.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4727,Custodial/Labor Services,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,$47942.00,$47942.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,1 00,9,9679,Deputy Commissioner,Annual,1,1,$118056.00,$118056.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 18,10,8621,Manager of Emergency Management Services,Annual,1,1,$73212.00,$73212.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 17,10,7004,Manager of Security Communications Center,Annual,1,1,$102348.00,$102348.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 12,2,4211,Aviation Security Officer - Hourly,Hourly,20220,0,$21.27,$430079.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,13,1,$82560.00,$1073280.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,5,1,$78768.00,$393840.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,13,1,$75240.00,$978120.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,19,1,$71820.00,$1364580.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,19,1,$68568.00,$1302792.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,15,1,$65472.00,$982080.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,24,1,$62496.00,$1499904.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,15,1,$59652.00,$894780.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,23,1,$53628.00,$1233444.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,36,1,$51216.00,$1843776.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,I 13,2,4210,Aviation Security Officer,Annual,46,1,$46656.00,$2146176.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,4,1,$88812.00,$355248.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,1,1,$84780.00,$84780.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,3,1,$80916.00,$242748.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,2,1,$77280.00,$154560.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,2,1,$73752.00,$147504.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,1,1,$70380.00,$70380.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,2,1,$67224.00,$134448.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,1,1,$63516.00,$63516.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,Y 15,58,4209,Aviation Security Sergeant,Annual,1,1,$62640.00,$62640.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,10,4208,Shift Supervisor of Aviation Security,Annual,4,1,$102348.00,$409392.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,$97740.00,$97740.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,$93300.00,$93300.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,10,4208,Shift Supervisor of Aviation Security,Annual,2,1,$73212.00,$146424.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,$69924.00,$69924.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,10,4208,Shift Supervisor of Aviation Security,Annual,1,1,$62820.00,$62820.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,20,1318,Training Director,Annual,1,1,$62820.00,$62820.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 13,10,801,Executive Administrative Assistant I,Annual,1,1,$47532.00,$47532.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,3 00,9,313,Assistant Commissioner,Annual,1,1,$105792.00,$105792.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,3 00,9,311,Projects Administrator,Annual,1,1,$81672.00,$81672.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,3 00,9,311,Projects Administrator,Annual,2,1,$80868.00,$161736.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,3 00,0,310,Project Manager,Annual,2,1,$80868.00,$161736.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,$89076.00,$89076.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 17,10,304,Assistant to Commissioner,Annual,1,1,$89076.00,$89076.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$113476.00,$113476.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4800,Security Operations,1 00,0,11,Contract Wage Increment - Salary,Annual,0,0,$452573.00,$452573.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,1 00,9,9679,Deputy Commissioner,Annual,1,1,$122820.00,$122820.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,BX 17,10,7007,Aviation Safety Director,Annual,1,1,$80376.00,$80376.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,BX 17,10,7007,Aviation Safety Director,Annual,1,1,$68220.00,$68220.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,V 13,54,6305,Safety Specialist,Annual,2,1,$70056.00,$140112.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,B 13,1,6122,Safety Specialist,Annual,1,1,$70092.00,$70092.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,B 13,1,6122,Safety Specialist,Annual,6,1,$50676.00,$304056.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,BX 15,10,1912,Project Coordinator,Annual,1,1,$81192.00,$81192.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,B 10,1,302,Administrative Assistant II,Annual,1,1,$70092.00,$70092.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4810,Safety,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$834.00,$834.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,BX 16,10,375,Manager - Aviation ID Badge Operations,Annual,1,1,$68220.00,$68220.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,BX 14,20,318,Assistant to the Commissioner,Annual,1,1,$77484.00,$77484.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,3 00,9,313,Assistant Commissioner,Annual,1,1,$98664.00,$98664.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 13,1,308,Staff Assistant,Annual,1,1,$76932.00,$76932.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 12,1,303,Administrative Assistant III,Annual,1,1,$84420.00,$84420.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 12,1,303,Administrative Assistant III,Annual,1,1,$70092.00,$70092.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 12,1,303,Administrative Assistant III,Annual,1,1,$48624.00,$48624.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 12,1,303,Administrative Assistant III,Annual,3,1,$46188.00,$138564.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 10,1,302,Administrative Assistant II,Annual,3,1,$70092.00,$210276.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4818,ID Badging,B 10,1,302,Administrative Assistant II,Annual,1,1,$63876.00,$63876.00
