Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount
34145,0,135100,DELEGATE AGENCY,2/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,"WESTERN KENTUCKY UNIVERSITY RESEARCH FOUNDATION, INC.",98844715A,WESTERN KENTUCKY UNIV.,BOWLING GREEN,KY,42101-1031,"$400,000.00 "
54675,0,406150,COMPTROLLER-OTHER,3/3/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,ACCION CHICAGO,93568823M,1436 W RANDOLPH ST STE 300,CHICAGO,IL,60607,"$400,000.00 "
30050,5,110565A,WORK SERVICES / FACILITIES MAINT.,4/6/17,OFFICE OF SPECIAL EVENTS,CHICAGO EVENT GRAPHICS INC,36816463E,400 N HART ST,CHICAGO,IL,60622,"$400,000.00 "
48789,0,135099,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,64901347X,721 N LA SALLE DR  5 FL N STE,CHICAGO,IL,60610,"$401,520.00 "
48819,0,130859,WORK SERVICES / FACILITIES MAINT.,1/10/17,DEPT OF GENERAL SERVICES,ECO SALES CO,31283694P,16561 LESLIE DR,ORLAND HILLS,IL,60477,"$419,900.00 "
33522,1,137550,DELEGATE AGENCY,4/6/16,DEPARTMENT OF HEALTH,THE THRESHOLDS,93347425L,4101 N RAVENSWOOD AVENUE EFT,CHICAGO,IL,60613,"$425,000.00 "
28788,3,109379,ARCH/ENGINEERING,2/10/17,CHICAGO DEPARTMENT OF TRANSPORTATION,"V3 COMPANIES OF ILLINOIS, LIMITED",93538147M,7325 JANES AVENUE EFT,WOODRIDGE,IL,60517,"$429,544.80 "
24835,6,79575,WORK SERVICES / FACILITIES MAINT.,7/11/16,DEPT OF AVIATION,SERVICE SANITATION,31379292X,135 BLAINE STREET EFT,GARY,IN,46406,"$430,000.00 "
31291,3,129403,DELEGATE AGENCY,12/7/16,DEPT OF FAMILY AND SUPPORT SERVICES,CASA CENTRAL SOCIAL SERVICES CORPORATION,12727336M,1343 N CALIFORNIA AVE,CHICAGO,IL,60622,"$440,159.00 "
43325,1,178340,CONSTRUCTION-AVIATION,12/7/16,DEPT OF AVIATION,K-FIVE CONSTRUCTION CORP./PLOTE CONSTRUCTION INC JV,57493534,13769 MAIN STREET,LEMONT,IL,60439,"$449,100.00 "
28355,6,111790,WORK SERV-AVIATION,2/3/16,DEPT OF AVIATION,PALM ELECTRIC COMPANY,15222615H,2918 W GRAND AVENUE EFT,CHICAGO,IL,60622,"$450,000.00 "
41072,0,225446,COMPTROLLER-OTHER,6/8/16,CHICAGO DEPARTMENT OF TRANSPORTATION,COOK COUNTY TREASURER,1072302,69 W. WASHINGTON ST. RM 2400,CHICAGO,IL,606023007,"$450,000.00 "
42535,0,242455,DELEGATE AGENCY,7/7/16,DEPARTMENT OF HEALTH,8TH DAY CENTER FOR JUSTICE,SC000431,207 S. WABASH 8TH FL,CHICAGO,IL,60604,"$450,000.00 "
31859,1,130266,DELEGATE AGENCY,4/6/17,,NORTHWESTERN UNIVERSITY,27481184P,750 N LAKE SHORE DR RM 540,CHICAGO,IL,60611,"$450,000.00 "
33697,0,140654,DELEGATE AGENCY,8/8/16,,CHICAGO WOMEN'S AIDS PROJECT,90197633T,6363 N BROADWAY,CHICAGO,IL,60660,"$463,329.00 "
34417,0,151890,DELEGATE AGENCY,1/11/16,DEPARTMENT OF HEALTH,A SAFE HAVEN FOUNDATION,93145610H,2750 W ROOSEVELT ROAD EFT,CHICAGO,IL,60608,"$480,000.00 "
31674,2,129856,DELEGATE AGENCY,4/6/17,,CENTER ON HALSTED,62852273V,"3656 N HALSTED ST FL 2, 3",CHICAGO,IL,60613,"$495,000.00 "
41849,0,129464,COMMODITIES,8/11/16,DEPT OF GENERAL SERVICES,NELSON TRANSPORT / ROOT BROTHER JV,10190842,17950 CHAPPEL AVENUE,LANSING,IL,60438,"$497,198.20 "
35194,0,162350,DELEGATE AGENCY,3/2/16,DEPT OF FAMILY AND SUPPORT SERVICES,THE KITCHEN COMMUNITY INC,57303436,1980 8TH STREET,BOULDER,CO,80302,"$500,000.00 "
42045,0,236320,DELEGATE AGENCY,12/6/16,DEPARTMENT OF HEALTH,NORTHWESTERN UNIVERSITY,27481184P,750 N LAKE SHORE DR RM 540,CHICAGO,IL,60611,"$500,000.00 "
42043,0,236285,DELEGATE AGENCY,12/10/16,DEPARTMENT OF HEALTH,UNIVERSITY OF CHICAGO MEDICAL CENTER,93146661A,DEPT OF MEDICINE RM W 600,CHICAGO,IL,60637,"$500,000.00 "
35098,0,161216,COMPTROLLER-OTHER,2/3/16,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,OPEN DOORS ORGANIZATION,67650670P,2551 N CLARK ST STE 301,CHICAGO,IL,60614,"$510,000.00 "
35098,1,161216,COMPTROLLER-OTHER,2/1/17,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,OPEN DOORS ORGANIZATION,67650670P,2551 N CLARK ST STE 301,CHICAGO,IL,60614,"$510,000.00 "
31646,2,129758,COMPTROLLER-OTHER,8/12/16,OFFICE OF BUDGET & MANAGEMENT,WORLD BUSINESS CHICAGO,93284863P,177 N STATE ST STE 500  EFT,CHICAGO,IL,60601,"$528,643.00 "
32891,5,121343A,CONSTRUCTION-LARGE $3MILLIONorABOVE,8/2/16,DEPARTMENT OF WATER MANAGEMENT,G & V CONSTRUCTION CO INC,90506630P,371 S EVERGREEN STREET EFT,BENSENVILLE,IL,60106,"$529,500.00 "
13280,17,42748,WORK SERV-AVIATION,3/9/16,DEPT OF AVIATION,"MONDO TERRAZZO, INC.",33668160L,9333 SCHILLER BOULEVARD EFT,FRANKLIN PARK,IL,60131,"$543,000.00 "
33374,2,135083,DELEGATE AGENCY,1/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,"$557,440.00 "
43073,0,249886,DELEGATE AGENCY,8/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHAPIN HALL CENTER FOR CHILDREN,93971428P,6054 S DREXEL AVE,CHICAGO,IL,60637,"$566,879.00 "
19846,4,73053,"PRO SERV CONSULTING $250,000orABOVE",3/2/16,DEPT OF FAMILY AND SUPPORT SERVICES,"NULINX INTERNATIONAL, INC.",93366192E,18425 BURBANK BOULEVARD EFT,TARZANA,CA,91356,"$579,600.00 "
37504,0,119092,"PRO SERV CONSULTING $250,000orABOVE",2/8/17,DEPARTMENT OF POLICE,PSYCHEMEDICS CORPORATION,23043301V,PO BOX 414435,BOSTON,MA,,"$595,000.00 "
51824,0,361440,COMPTROLLER-OTHER,1/4/17,DEPARTMENT OF HEALTH,ANSELL HEALTHCARE PRODUCTS LLC,31309969Z,DEPT CH 17373,PALATINE,IL,60132,"$600,000.00 "
44971,0,269874,COMPTROLLER-OTHER,8/12/16,DEPT OF COMMUNITY DEVELOPMENT,CHICAGO PARK DISTRICT,87834406A,541 N FAIRBANKS COURT EFT,CHICAGO,IL,60611,"$600,051.00 "
23042,4,80100,PRO SERV-AVIATION,8/1/16,DEPT OF AVIATION,ASSET LLC,92421301A,4939 N HAMLIN AVE,CHICAGO,IL,60625,"$605,145.00 "
38061,0,192367,COMPTROLLER-OTHER,4/12/16,DEPARTMENT OF CULTURAL AFFAIRS,"KOBOTECH, INC.",22477560V,8 S MICHIGAN AVE STE 810,CHICAGO,IL,60603,"$650,000.00 "
54750,0,407820,COMPTROLLER-OTHER,3/7/17,DEPARTMENT OF PERSONNEL,I/O SOLUTIONS,51745603P,1127 S MANNHEIM RD # 203,WESTCHESTER,IL,60625,"$660,000.00 "
26573,2,91018,VEHICLES/HEAVY EQUIPMENT (CAPITAL),5/4/16,DEPT OF FLEET MGMT,BCR LLC AUTOMOTIVE GROUP,93516802X,333 W GRAND AVENUE EFT,BENSENVILLE,IL,60106,"$660,770.00 "
37893,0,134313,ARCH/ENGINEERING,8/9/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"T Y LIN INTERNATIONAL GREAT LAKES, INC",93428368Z,200 S WACKER DRIVE EFT,CHICAGO,IL,60606,"$677,361.90 "
36426,0,175110,COMPTROLLER-OTHER,3/10/16,DEPT OF AVIATION,APCR,33664551X,PO BOX 66294,CHICAGO,IL,60666,"$730,000.00 "
43935,0,258859,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,CITY-WIDE TAX ASSISTANCE PROGRAM DBA LADDER UP,94793470A,IT ADDS UP,CHICAGO,IL,60606,"$730,000.00 "
28507,1,118982,COMPTROLLER-OTHER,9/12/16,DEPT OF AVIATION,SKILLS FOR CHICAGOLAND'S FUTURE,94206802P,191 N WACKER DR,CHICAGO,IL,60606,"$750,000.00 "
33735,0,141404,DELEGATE AGENCY,9/12/16,,LAF,94132915P,METROPOLITAN OF CHICAGO,CHICAGO,IL,60604-3502,"$852,000.00 "
19651,17,59305A,WORK SERVICES / FACILITIES MAINT.,6/3/16,DEPT OF GENERAL SERVICES,"ANCHOR MECHANICAL, INC",95091968X,255 N CALIFORNIA AVE,CHICAGO,IL,60612,"$900,000.00 "
34433,0,152391,DELEGATE AGENCY,1/12/16,DEPARTMENT OF HEALTH,MCDERMOTT CENTER DBA HAYMARKET CENTER,12175157T,120 N SANGAMON ST 9 EFT,CHICAGO,IL,60607,"$900,000.00 "
52823,0,135100,DELEGATE AGENCY,2/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,15427701H,4150 S KING DRIVE EFT,CHICAGO,IL,60653,"$900,000.00 "
31788,3,129570,DELEGATE AGENCY,1/4/17,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO CHILDREN'S ADVOCACY CENTER,6984030T,1240 S DAMEN AVE FL 1ST,CHICAGO,IL,60608,"$900,000.00 "
14375,11,55459,COMPTROLLER-OTHER,1/12/17,DEPARTMENT OF FINANCE,MOLLOY CONSULTING INC.,92457285T,55 E JACKSON BOULEVARD EFT,CHICAGO,IL,60604,"$920,000.00 "
31701,5,129902,DELEGATE AGENCY,4/6/17,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,"$925,833.00 "
43933,0,258859,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,CENTER FOR ECONOMIC PROGRESS,94729727V,567 W LAKE ST,CHICAGO,IL,60661,"$970,000.00 "
34905,0,124794,WORK SERVICES / FACILITIES MAINT.,5/6/16,DEPARTMENT OF WATER MANAGEMENT,SWANSON FLO,57294436,151 CHESHIRE LANE,PLYMOUTH,MN,55441,"$971,175.00 "
17739,6,61265,VEHICLES/HEAVY EQUIPMENT (CAPITAL),8/12/16,DEPT OF FLEET MGMT,ENTERPRISE LEASING CO OF CHICAGO,85250716V,395 ROOSEVELT ROAD EFT,GLEN ELLYN,IL,60137,"$992,873.10 "
38276,0,194792,DELEGATE AGENCY,5/9/16,,PCC COMMUNITY WELLNESS CENTER,93602565Z,14 W LAKE STREET EFT,OAK PARK,IL,60302,"$1,000,000.00 "
38278,0,130593,DELEGATE AGENCY,5/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,BOARD OF TRUSTEES - U OF I,85240295E,GRANTS & CONTRACTS MC 551,CHICAGO,IL,60612-7205,"$1,000,000.00 "
21694,16,74507,COMMODITIES,10/5/16,DEPARTMENT OF POLICE,PRO-TECH,90994785H,1313 W BAGLEY RD,BEREA,OH,,"$1,000,000.00 "
38275,0,130593,DELEGATE AGENCY,5/4/16,DEPT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,15427701H,4150 S KING DRIVE EFT,CHICAGO,IL,60653,"$1,000,000.00 "
6346,14,26621,COMPTROLLER-OTHER,2/6/17,OFFICE OF BUDGET & MANAGEMENT,WORLD BUSINESS CHICAGO,25966926E,177 N STATE EFT,CHICAGO,IL,60601,"$1,000,000.00 "
51964,0,201630,CONSTRUCTION-AVIATION,2/1/17,DEPT OF AVIATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$1,046,261.60 "
24050,4,80606,PRO SERV-AVIATION,9/8/16,DEPT OF AVIATION,"UNISON CONSULTING, INC.",9642583L,409 W HURON ST # 400,CHICAGO,IL,60654,"$1,050,000.00 "
33352,2,135099,DELEGATE AGENCY,1/12/17,DEPT OF FAMILY AND SUPPORT SERVICES,THE SALVATION ARMY,13923821L,5040 N PULASKI RD STE 6,CHICAGO,IL,60630,"$1,065,024.00 "
48183,0,311718,DELEGATE AGENCY,11/9/16,DEPT OF FAMILY AND SUPPORT SERVICES,A SAFE HAVEN FOUNDATION,93145610H,2750 W ROOSEVELT ROAD EFT,CHICAGO,IL,60608,"$1,070,000.00 "
42076,0,125860,WORK SERVICES / FACILITIES MAINT.,10/7/16,DEPT OF GENERAL SERVICES,CORPORATE CLEANING SERVICES INC,7041813T,21 W ELM ST # 9,CHICAGO,IL,60610,"$1,079,629.00 "
35527,0,135497,DELEGATE AGENCY,4/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,99076577X,ONE NORTH DEARBORN STREET,CHICAGO,IL,60602,"$1,141,800.00 "
33736,1,141405,DELEGATE AGENCY,10/12/16,,LAKE COUNTY HEALTH DEPARTMENT,31331941Z,3010 GRAND AVE,WAUKEGAN,IL,60085-2321,"$1,148,985.00 "
44910,0,269648,COMPTROLLER-OTHER,8/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO .HOUSING.AUTHORITY * ENERGY DEPARTMENT,14356174P,60 E VAN BUREN ST,CHICAGO,IL,60605,"$1,160,000.00 "
47483,0,134551,COMMODITIES,11/3/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"CHICAGO UNITED INDUSTRIES, LIMITED",22085024V,53 W JACKSON BLVD # 1450,CHICAGO,IL,60604-3806,"$1,170,892.50 "
36319,3,173874,DELEGATE AGENCY,1/4/17,,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,93175057M,180 N MICHIGAN AVE STE 1200  EFT,CHICAGO,IL,60601,"$1,200,000.00 "
31680,3,129865,DELEGATE AGENCY,4/6/17,,HOWARD BROWN HEALTH CENTER,15183609E,4025 N SHERIDAN ROAD EFT,CHICAGO,IL,60613,"$1,255,000.00 "
44912,0,269680,COMPTROLLER-OTHER,8/12/16,OFFICE OF BUDGET & MANAGEMENT,WORLD BUSINESS CHICAGO,93284863P,177 N STATE ST STE 500  EFT,CHICAGO,IL,60601,"$1,261,432.00 "
6346,13,26621,COMPTROLLER-OTHER,8/12/16,OFFICE OF BUDGET & MANAGEMENT,WORLD BUSINESS CHICAGO,93284863P,177 N STATE ST STE 500  EFT,CHICAGO,IL,60601,"$1,261,432.00 "
22821,36,78558,CONSTRUCTION-LARGE $3MILLIONorABOVE,4/5/17,CHICAGO DEPARTMENT OF TRANSPORTATION,BENCHMARK CONSTRUCTION CO. INC,22360848V,3349 S KEDZIE AVENUE EFT,CHICAGO,IL,60623,"$1,261,881.50 "
14852,14,36370,WORK SERVICES / FACILITIES MAINT.,12/7/16,DEPARTMENT OF REVENUE,SERCO INC 01,97057915Z,1818 LIBRARY STREET EFT,RESTON,VA,20190,"$1,284,648.80 "
22144,7,77028,ARCH/ENGINEERING,8/4/16,CHICAGO DEPARTMENT OF TRANSPORTATION,HNTB CORPORATION,6172585P,ATTN: SUSAN CALHOUN,KANSAS CITY,MO,64180-2729,"$1,300,000.00 "
31290,3,129403,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,A SAFE HAVEN FOUNDATION,93145610H,2750 W ROOSEVELT ROAD EFT,CHICAGO,IL,60608,"$1,328,934.00 "
41299,0,129487A,COMMODITIES,7/5/16,DEPARTMENT OF WATER MANAGEMENT,"IDEXX DISTRIBUTION, INC",10190494,P.O. Box 101327,Atlanta,GA,30392-1327,"$1,400,000.00 "
33588,1,135100,DELEGATE AGENCY,3/8/17,DEPT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",90455112P,11 E ADAMS STREET EFT,CHICAGO,IL,60603,"$1,414,850.00 "
46807,0,134471,COMMODITIES,11/9/16,DEPT OF GENERAL SERVICES,"FRANK COONEY CO, INC.",31358706H,225 N ARLINGTON HEIGHTS RD,ELK GROVE VILLAGE,IL,60007,"$1,436,225.00 "
33354,2,135099,DELEGATE AGENCY,1/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,"$1,475,562.00 "
47860,0,188358,CONSTRUCTION-GENERAL,11/7/16,DEPARTMENT OF WATER MANAGEMENT,MQ SEWER & WATER CONTRACTORS,93441467T,C. D/B/A MQ CONSTRUCTION CO,CHICAGO,IL,60634,"$1,476,671.60 "
27010,4,100561,CONSTRUCTION-GENERAL,2/4/16,CHICAGO DEPARTMENT OF TRANSPORTATION,SEVEN-D CONSTRUCTION CO.,93201616L,2000 W 43RD STREET EFT ST,CHICAGO,IL,60609,"$1,500,000.00 "
26988,4,100561,CONSTRUCTION-GENERAL,2/4/16,CHICAGO DEPARTMENT OF TRANSPORTATION,SEVEN-D CONSTRUCTION CO.,93201616L,2000 W 43RD STREET EFT ST,CHICAGO,IL,60609,"$1,500,000.00 "
27002,5,100561,CONSTRUCTION-GENERAL,2/4/16,CHICAGO DEPARTMENT OF TRANSPORTATION,SEVEN-D CONSTRUCTION CO.,93201616L,2000 W 43RD STREET EFT ST,CHICAGO,IL,60609,"$1,500,000.00 "
41073,0,225450,COMPTROLLER-OTHER,6/8/16,DEPARTMENT OF HEALTH,CARDINAL HEALTH,92285299V,C/O BANK OF AMERICA LOCK BOX,CHICAGO,IL,60693-0037,"$1,500,000.00 "
29728,0,109102,"PRO SERV CONSULTING $250,000orABOVE",9/6/16,DEPT OF BUSINESS & INFORMATION SERVICES,WEBTECH WIRELESS,45916096H,#215-4299 CANADA WAY,BURNABY,BC,,"$1,500,000.00 "
24393,2,90072,ARCH/ENGINEERING,10/11/16,DEPARTMENT OF WATER MANAGEMENT,"D'ESCOTO, INC.",93621469X,420 N WABASH AVE STE 200,CHICAGO,IL,60611,"$1,500,000.00 "
49308,0,135097,"PRO SERV CONSULTING $250,000orABOVE",2/1/17,DEPARTMENT OF LAW,GREATER ILLINOIS TITLE COMPANY,10758233Z,120 N LA SALLE ST STE 900,CHICAGO,IL,60602,"$1,500,000.00 "
44133,0,321510,DELEGATE AGENCY,1/10/17,DEPT OF FAMILY AND SUPPORT SERVICES,SKILLS FOR CHICAGOLAND'S FUTURE,94206802P,191 N WACKER DR,CHICAGO,IL,60606,"$1,500,000.00 "
35225,0,162867,COMPTROLLER-OTHER,2/8/16,CHICAGO DEPARTMENT OF TRANSPORTATION,WHEATLAND TITLE GUARANTY CO.,89964027V,105 W VETERANS PKWY,YORKVILLE,IL,60560,"$1,505,128.00 "
40897,0,134708,CONSTRUCTION-AVIATION,7/5/16,DEPT OF AVIATION,"ANCHOR MECHANICAL, INC",95091968X,255 N CALIFORNIA AVE,CHICAGO,IL,60612,"$1,544,444.00 "
15257,13,56601,VEHICLES/HEAVY EQUIPMENT (CAPITAL),7/8/16,DEPT OF FLEET MGMT,ENTERPRISE LEASING CO OF CHICAGO,85250716V,395 ROOSEVELT ROAD EFT,GLEN ELLYN,IL,60137,"$1,555,400.00 "
41500,0,129729,CONSTRUCTION-GENERAL,7/12/16,DEPARTMENT OF WATER MANAGEMENT,CAPITOL CEMENT CO INC 01,15244443L,6231-6233 N PULASKI RD,CHICAGO,IL,60646,"$1,558,786.80 "
24050,7,80606,PRO SERV-AVIATION,1/10/17,DEPT OF AVIATION,"UNISON CONSULTING, INC.",9642583L,409 W HURON ST # 400,CHICAGO,IL,60654,"$1,565,433.00 "
34983,0,160153,DELEGATE AGENCY,2/1/16,DEPARTMENT OF HEALTH,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,"$1,600,000.00 "
30511,1,123033,WORK SERVICES / FACILITIES MAINT.,6/11/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"CENTRAL LAWN SPRINKLERS, INC.",25944839A,239 KING ST,ELK GROVE VILLAGE,IL,60007,"$1,650,116.20 "
55864,0,424307,DELEGATE AGENCY,4/5/17,DEPT OF FAMILY AND SUPPORT SERVICES,SAFER FOUNDATION,3619014A,571 W JACKSON BLVD,CHICAGO,IL,60661,"$1,700,000.00 "
17209,1,64855,COMPTROLLER-OTHER,2/10/16,PLANNING & DEVELOPMENT,NORTH & TALMAN ELDERLY LP,68302955A,OR GREATER ILLINOIS TITLE,CHICAGO,IL,60610,"$1,784,958.00 "
46431,0,129487B,COMMODITIES,10/7/16,DEPARTMENT OF WATER MANAGEMENT,THOMAS SCIENTIFIC,71641540X,PO BOX 99  EFT,SWEDESBORO,NJ,,"$1,800,000.00 "
48198,0,136506,COMMODITIES,12/9/16,FIRE DEPARTMENT,AIR ONE EQUIPMENT INC,31316936Z,360 PRODUCTION DRIVE EFT,SOUTH ELGIN,IL,60177-2637,"$1,804,247.90 "
42317,1,132830,WORK SERV-AVIATION,8/11/16,DEPT OF AVIATION,"ANCHOR MECHANICAL, INC",95091968X,255 N CALIFORNIA AVE,CHICAGO,IL,60612,"$1,812,852.50 "
35146,0,161619,COMPTROLLER-OTHER,2/4/16,DEPT OF COMMUNITY DEVELOPMENT,CHICAGO PARK DISTRICT,87834406A,541 N FAIRBANKS COURT EFT,CHICAGO,IL,60611,"$1,816,028.30 "
28362,4,109262,VEHICLES/HEAVY EQUIPMENT (CAPITAL),8/11/16,DEPT OF FLEET MGMT,FIRE SERVICE INC,31299019L,9545 INDUSTRIAL DR NORTH,SAINT JOHN,IN,46373,"$1,819,026.00 "
26982,7,112233,DELEGATE AGENCY,10/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,"OPEN KITCHENS, INC.",5066983E,1161 W 21ST ST,CHICAGO,IL,60608,"$1,879,043.00 "
33760,1,141525,DELEGATE AGENCY,10/12/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,"$1,939,566.00 "
32925,1,130593,DELEGATE AGENCY,2/6/17,DEPT OF FAMILY AND SUPPORT SERVICES,BOARD OF TRUSTEES - U OF I,85240295E,GRANTS & CONTRACTS MC 551,CHICAGO,IL,60612-7205,"$1,983,616.00 "
25098,2,89966,PRO SERV-AVIATION,3/1/16,DEPT OF AVIATION,"RICONDO & ASSOCIATES, INC.",14892356A,PO BOX 88020,CHICAGO,IL,60680,"$2,000,000.00 "
33718,0,124799,"PRO SERV CONSULTING $250,000orABOVE",7/6/16,DEPARTMENT OF HEALTH,LUSE COMPANIES,93534409T,3990 ENTERPRISE COURT EFT,AURORA,IL,60504,"$2,000,000.00 "
24367,4,90070,ARCH/ENGINEERING,10/11/16,DEPARTMENT OF WATER MANAGEMENT,"V3 COMPANIES OF ILLINOIS, LIMITED",93538147M,7325 JANES AVENUE EFT,WOODRIDGE,IL,60517,"$2,000,000.00 "
36319,4,173874,DELEGATE AGENCY,2/2/17,,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,93175057M,180 N MICHIGAN AVE STE 1200  EFT,CHICAGO,IL,60601,"$2,000,000.00 "
43936,0,299295,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,GREATER CHICAGO FOOD DEPOSITORY,30162645M,4100 W ANN LURIE PL,CHICAGO,IL,60632,"$2,012,000.00 "
54752,0,405427,"PRO SERV CONSULTING $250,000orABOVE",3/7/17,DEPT OF BUSINESS & INFORMATION SERVICES,DLT SOLUTIONS,31337568L,360 HERNDON PKWY STE 700,HERNDON,VA,,"$2,029,373.20 "
46305,1,134766,CONSTRUCTION SERVICES,11/1/16,DEPT OF COMMUNITY DEVELOPMENT,KOAL ENTERPRISES INC,31323250M,7742 W 61ST PL,SUMMIT,IL,60501,"$2,032,500.00 "
43072,0,249886,DELEGATE AGENCY,8/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,SGA YOUTH & FAMILY SERVICES NFP,90455112P,11 E ADAMS STREET EFT,CHICAGO,IL,60603,"$2,049,420.00 "
32000,1,130593,DELEGATE AGENCY,3/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO YOUTH CENTERS,65101977V,104 S MICHIGAN AVENUE EFT,CHICAGO,IL,60603,"$2,184,000.00 "
15257,15,56601,VEHICLES/HEAVY EQUIPMENT (CAPITAL),11/9/16,DEPT OF FLEET MGMT,ENTERPRISE LEASING CO OF CHICAGO,85250716V,395 ROOSEVELT ROAD EFT,GLEN ELLYN,IL,60137,"$2,246,400.00 "
33833,0,130225,WORK SERVICES / FACILITIES MAINT.,1/7/16,DEPARTMENT OF CULTURAL AFFAIRS,"SKYTECH ENTERPRISES, LIMITED",43842813E,2600 S MICHIGAN AVE # 309,CHICAGO,IL,60616,"$2,292,600.00 "
36319,0,173874,DELEGATE AGENCY,3/8/16,,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,93175057M,180 N MICHIGAN AVE STE 1200  EFT,CHICAGO,IL,60601,"$2,400,000.00 "
19747,3,69422,ARCH/ENGINEERING,4/12/16,DEPARTMENT OF WATER MANAGEMENT,"GLOBETROTTERS ENGINEERING CORPORATION, ATTN: DAVID FELLER",5051328V,300 S WACKER DR STE 400,CHICAGO,IL,60606-6680,"$2,500,000.00 "
38325,0,131664,"PRO SERV CONSULTING $250,000orABOVE",9/9/16,DEPT OF COMMUNITY DEVELOPMENT,THE GREEN FACILITATOR,10188770,3903 N KEELER AVENUE,CHICAGO,IL,60641,"$2,500,000.00 "
38326,0,131664,"PRO SERV CONSULTING $250,000orABOVE",9/6/16,DEPT OF COMMUNITY DEVELOPMENT,MUSE COMMUNITY + DESIGN,10188771,2027 N HONORE STREET,CHICAGO,IL,60614,"$2,500,000.00 "
37747,0,131664,"PRO SERV CONSULTING $250,000orABOVE",10/11/16,DEPT OF COMMUNITY DEVELOPMENT,R.M. CHIN & ASSOCIATES INC.,74354615P,500 W 18TH ST # 200,CHICAGO,IL,60616,"$2,500,000.00 "
37748,0,131664,"PRO SERV CONSULTING $250,000orABOVE",11/9/16,DEPT OF COMMUNITY DEVELOPMENT,SITE DESIGN GROUP LIMITED,23207315M,888 S MICHIGAN AVE # 1000,CHICAGO,IL,60605-2163,"$2,500,000.00 "
37746,0,131664,"PRO SERV CONSULTING $250,000orABOVE",11/9/16,DEPT OF COMMUNITY DEVELOPMENT,ROSS BARNEY ARCHITECTS INC,85732219T,10 W HUBBARD ST FL 4TH  EFT,CHICAGO,IL,60610-4638,"$2,500,000.00 "
19343,3,67011,ARCH/ENGINEERING,1/9/17,DEPARTMENT OF WATER MANAGEMENT,"H D R ENGINEERING, INC.",22558229L,8550 W BRYN MAWR AVENUE EFT,CHICAGO,IL,68103-0480,"$2,500,000.00 "
31991,1,130704,COMPTROLLER-OTHER,1/12/17,DEPARTMENT OF FINANCE,BLUE CROSS & BLUE SHIELD,31348884T,CONVERSION ADDRESS,CHICAGO,IL,60602,"$2,500,000.00 "
33958,0,133688,CONSTRUCTION-AVIATION,3/2/16,DEPT OF AVIATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$2,516,345.00 "
